geo,TIME_PERIOD,OBS_VALUE
NL,2019,17282163
NL,2020,17404793
NL,2030,17969884
NL,2040,18185792
NL,2050,18142292
NL,2060,18014595
NL,2070,17988244
NL,2080,18020249
NL,2090,17988115
NL,2100,17967454
